IdTipoMovimiento;TipoMovimiento;Tipo;FechaJornada;Hora;idPostcosecha;Postcosecha;idFinca;Finca;Propia;idBloque;Bloque;idProducto;Producto;idVariedad;Variedad;idGrado;Grado;Ramos;Tallos;idCausa;Causa
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;27;el Encanto;44;Las Marías;VERDADERO;345;BL 21;1;ROSES;115;VENDELA;6;SINCLA;5;150;31;FLOR CERRADA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;12;27;el Encanto;44;Las Marías;VERDADERO;359;BL 23;1;ROSES;870;FREEDOM;6;SINCLA;1;30;5;BOTRYTIS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;27;el Encanto;44;Las Marías;VERDADERO;354;BL 27;1;ROSES;870;FREEDOM;6;SINCLA;1;30;31;FLOR CERRADA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;27;el Encanto;44;Las Marías;VERDADERO;370;BL 36;1;ROSES;115;VENDELA;6;SINCLA;1;40;48;MARCACIÓN INCORRECTA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;27;el Encanto;44;Las Marías;VERDADERO;372;BL 41;1;ROSES;3331;STILETO;6;SINCLA;3;120;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;46;las Mieles;30;El Pardillo;VERDADERO;1227;BL 08C;1;ROSES;193;ROSITA VENDELA;6;SINCLA;1;40;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;51;Los Geranios;51;Los Geranios;VERDADERO;50;BL 07B;1;ROSES;870;FREEDOM;6;SINCLA;1;40;5;BOTRYTIS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;51;Los Geranios;51;Los Geranios;VERDADERO;58;BL 08;1;ROSES;115;VENDELA;6;SINCLA;10;400;5;BOTRYTIS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;51;Los Geranios;51;Los Geranios;VERDADERO;82;BL 19B;1;ROSES;870;FREEDOM;6;SINCLA;3;120;30;FLOR ABIERTA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;51;Los Geranios;51;Los Geranios;VERDADERO;82;BL 19B;1;ROSES;870;FREEDOM;6;SINCLA;1;40;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;8;1;Achira;1;Achira;VERDADERO;525;BL 07;1;ROSES;3331;STILETO;6;SINCLA;1;30;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;1;Achira;1;Achira;VERDADERO;562;BL 47;1;ROSES;870;FREEDOM;6;SINCLA;1;40;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;1;Achira;1;Achira;VERDADERO;571;BL 51;1;ROSES;4031;NACAR;6;SINCLA;1;40;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;8;1;Achira;1;Achira;VERDADERO;546;BL 55;1;ROSES;1978;CUENCA;6;SINCLA;1;30;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;14;del Duero;37;La Amazonia;VERDADERO;380;BL 05;11;MINICARNATION;3052;MILKANA;6;SINCLA;1;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;14;del Duero;37;La Amazonia;VERDADERO;380;BL 05;11;MINICARNATION;3238;BERRY;6;SINCLA;1;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;14;del Duero;37;La Amazonia;VERDADERO;376;BL 06;11;MINICARNATION;3053;MORENA;6;SINCLA;1;80;75;TALLOS FALTANTES CULTIVO
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;14;del Duero;37;La Amazonia;VERDADERO;387;BL 08;11;MINICARNATION;1699;RONY;6;SINCLA;1;80;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;8;14;del Duero;37;La Amazonia;VERDADERO;385;BL 09;15;CARNATION;2082;MOON LIGHT;6;SINCLA;1;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;14;del Duero;37;La Amazonia;VERDADERO;379;BL 10;15;CARNATION;1887;BIZET;6;SINCLA;1;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;14;del Duero;37;La Amazonia;VERDADERO;379;BL 10;15;CARNATION;4042;LOTUS;6;SINCLA;1;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;14;del Duero;37;La Amazonia;VERDADERO;389;BL 11;11;MINICARNATION;1664;CREAM INTERMEZZO;6;SINCLA;1;80;75;TALLOS FALTANTES CULTIVO
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;14;del Duero;37;La Amazonia;VERDADERO;384;BL 14;11;MINICARNATION;3640;RITOMO;6;SINCLA;1;80;48;MARCACIÓN INCORRECTA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;7;24;El Cafetal;51;Los Geranios;VERDADERO;48;BL 01B;2;ALSTROEMERIA;1320;DIMENSION;6;SINCLA;1;60;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;7;24;El Cafetal;51;Los Geranios;VERDADERO;48;BL 01B;2;ALSTROEMERIA;2322;SAMBURU;6;SINCLA;1;60;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;24;El Cafetal;51;Los Geranios;VERDADERO;79;BL 15;2;ALSTROEMERIA;3523;GALAXI;6;SINCLA;1;40;45;MALTRATO EN FLOR
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;31;El Potrillo;4;Armonía;VERDADERO;709;BL 28;2;ALSTROEMERIA;2064;NADIA;6;SINCLA;4;160;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;32;El Romerillo;55;Los Topos;VERDADERO;935;BL 11;1;ROSES;3089;ORANGE CRUSH;6;SINCLA;1;30;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;8;59;Montesca;59;Montesca;VERDADERO;92;BL 09;1;ROSES;7951;POMPEII;6;SINCLA;13;260;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;902;BL 01;1;ROSES;870;FREEDOM;6;SINCLA;2;50;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;900;BL 02;1;ROSES;8672;SHIMMER;6;SINCLA;1;25;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;900;BL 02;1;ROSES;8672;SHIMMER;6;SINCLA;1;25;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;12;65;Tulipán;65;Tulipán;VERDADERO;900;BL 02;1;ROSES;8672;SHIMMER;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;899;BL 04;1;ROSES;7888;QUEEN'S CROWN;6;SINCLA;1;25;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;903;BL 05;1;ROSES;3082;DEEP PURPLE;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;910;BL 07;1;ROSES;132;AKITO;6;SINCLA;1;25;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;910;BL 07;1;ROSES;2848;MONDIAL;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;910;BL 07;1;ROSES;3082;DEEP PURPLE;6;SINCLA;1;25;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;896;BL 08;1;ROSES;1597;QUICKSAND;6;SINCLA;7;175;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;896;BL 08;1;ROSES;7890;FRUTTETO;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;896;BL 08;1;ROSES;7890;FRUTTETO;6;SINCLA;1;15;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;15;65;Tulipán;65;Tulipán;VERDADERO;896;BL 08;1;ROSES;7890;FRUTTETO;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;15;65;Tulipán;65;Tulipán;VERDADERO;914;BL 10;1;ROSES;4772;LOLA;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;914;BL 10;1;ROSES;8152;TIBET;6;SINCLA;2;50;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;132;AKITO;6;SINCLA;3;75;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;132;AKITO;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;6284;HIGH ORANGE MAGIC;6;SINCLA;2;50;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;6284;HIGH ORANGE MAGIC;6;SINCLA;5;125;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;12;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;8149;PINK LOVE;6;SINCLA;1;25;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;8149;PINK LOVE;6;SINCLA;3;75;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;8149;PINK LOVE;6;SINCLA;4;100;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;12;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;8149;PINK LOVE;6;SINCLA;3;75;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;898;BL 11;1;ROSES;8149;PINK LOVE;6;SINCLA;5;125;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;908;BL 12;1;ROSES;870;FREEDOM;6;SINCLA;6;150;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;12;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;193;ROSITA VENDELA;6;SINCLA;1;25;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;193;ROSITA VENDELA;6;SINCLA;6;150;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;193;ROSITA VENDELA;6;SINCLA;2;50;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;193;ROSITA VENDELA;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;870;FREEDOM;6;SINCLA;1;25;19;DAÑO POR THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;870;FREEDOM;6;SINCLA;7;175;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;897;BL 13;1;ROSES;870;FREEDOM;6;SINCLA;1;25;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;2848;MONDIAL;6;SINCLA;10;250;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;2848;MONDIAL;6;SINCLA;2;50;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;2848;MONDIAL;6;SINCLA;2;50;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;7466;CANDLELIGHT;6;SINCLA;3;60;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;15;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;7466;CANDLELIGHT;6;SINCLA;1;20;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;7466;CANDLELIGHT;6;SINCLA;3;60;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;7466;CANDLELIGHT;6;SINCLA;1;20;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;913;BL 14;1;ROSES;7466;CANDLELIGHT;6;SINCLA;3;60;57;PRESENCIA DE THRIPS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;65;Tulipán;65;Tulipán;VERDADERO;911;BL 15;1;ROSES;870;FREEDOM;6;SINCLA;2;50;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;65;Tulipán;65;Tulipán;VERDADERO;917;BL 16;1;ROSES;7443;COUNTRY BLUES;6;SINCLA;2;50;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;65;Tulipán;65;Tulipán;VERDADERO;904;BL 19;1;ROSES;870;FREEDOM;6;SINCLA;1;25;2;APHIDOS
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;13;6;Bidasoa;54;Los Pozos;VERDADERO;814;BL 06;589;ASIATIC;3784;BRINDISI;0;DEROGACION;10;100;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;6;Bidasoa;54;Los Pozos;VERDADERO;814;BL 06;589;ASIATIC;3784;BRINDISI;0;DEROGACION;20;200;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;6;Bidasoa;54;Los Pozos;VERDADERO;814;BL 06;589;ASIATIC;6609;DYNAMIX;5;SELECT;10;100;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;14;6;Bidasoa;54;Los Pozos;VERDADERO;819;BL 09;589;ASIATIC;4449;NASHVILLE;5;SELECT;8;80;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;11;6;Bidasoa;54;Los Pozos;VERDADERO;839;BL 20;20;GYPSOPHILA;2815;XLENCE;6;SINCLA;4;200;30;FLOR ABIERTA
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;10;6;Bidasoa;54;Los Pozos;VERDADERO;832;BL 24;15;CARNATION;3024;HERMES ORANGE;6;SINCLA;2;160;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;6;Bidasoa;54;Los Pozos;VERDADERO;836;BL 26;938;MATRICARIA;8675;SUNNY BALL;6;SINCLA;1;50;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;10;Cávado;62;Rosaura;VERDADERO;1244;BL 05C;15;CARNATION;2794;PRADO MINT;6;SINCLA;4;320;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;10;Cávado;62;Rosaura;VERDADERO;1244;BL 05C;15;CARNATION;3623;TANGELO;6;SINCLA;1;55;44;MALA MARCACION
NCP;NO CONFORMIDAD POSTCOSECHA;N;1/03/2022;9;10;Cávado;62;Rosaura;VERDADERO;1243;BL 06;15;CARNATION;3032;MONSEÑOR;6;SINCLA;1;80;0;
NCP;NO CONFORMIDAD POSTCOSECHA;N;2/03/2022;8;4;Armonía;4;Armonía;VERDADERO;691;BL 04;1;ROSES;870;FREEDOM;6;SINCLA;2;80;19;DAÑO POR THRIPS
